Var1	Var2	Var3	Var4	Var5	Var6	y
83126	2	0	1	3	0	0	0
83127	1	1	2	1	0	2	0
83128	1	0	1	0	1	0	0
83129	1	0	1	0	0	1	0
83130	2	0	0	3	2	0	0
83131	1	3	0	1	0	1	1
83132	1	1	0	0	1	0	0
83133	0	0	2	0	0	0	0
83134	1	1	2	0	1	0	0
83135	0	0	0	0	1	0	0
83136	3	1	0	1	0	2	0
83137	1	0	2	1	0	0	0
83138	0	1	0	1	0	0	0
83139	3	0	0	2	1	0	0
83140	1	1	0	0	2	1	0
83141	0	2	0	0	0	1	1
83142	0	1	1	1	1	0	0
83143	0	1	2	0	2	0	0
83144	1	0	1	0	1	2	0
83145	0	1	1	0	0	3	0
83146	0	0	1	2	1	3	0
83147	2	1	0	1	1	1	0
83148	3	1	2	0	3	0	0
83149	0	0	0	0	1	0	0
83150	0	0	1	1	3	2	0
83151	1	0	2	1	0	3	0
83152	0	1	1	1	1	0	0
83153	2	2	0	3	0	2	0
83154	2	0	0	0	1	1	0
83155	1	2	0	2	2	0	0
83156	3	1	0	2	2	2	0
83157	2	1	2	1	0	1	0
83158	1	2	1	0	1	0	0
83159	2	1	2	3	1	3	0
83160	1	2	0	1	0	1	1
83161	2	1	0	0	1	1	0
83162	2	0	0	0	0	2	0
83163	1	0	2	2	1	1	0
83164	1	0	0	0	0	1	0
83165	1	0	1	0	1	1	0
83166	1	0	2	1	0	3	0
83167	0	1	0	1	2	0	0
83168	2	1	0	3	1	0	0
83169	0	0	2	1	1	0	0
83170	0	2	1	0	0	1	0
83171	0	1	2	2	1	2	0
83172	1	1	0	0	0	1	1
83173	1	0	2	0	0	0	0
83174	1	0	1	0	1	1	0
83175	1	0	3	3	0	0	0
83176	0	1	1	0	0	0	0
83177	1	2	2	2	2	2	0
83178	1	0	1	3	0	1	0
83179	0	1	1	0	1	0	0
83180	1	0	0	1	3	1	0
83181	1	1	3	1	2	1	0
83182	0	0	2	1	0	2	0
83183	3	0	0	2	1	1	0
83184	1	3	0	1	2	1	0
83185	0	2	2	0	1	2	0
83186	0	1	1	1	1	1	0
83187	1	1	0	2	2	0	0
83188	0	1	0	1	3	0	0
83189	2	1	2	2	2	0	0
83190	1	2	0	1	1	1	0
83191	0	1	0	0	1	0	0
83192	0	2	2	2	0	0	0
83193	0	0	2	2	0	0	0
83194	2	0	3	0	1	1	0
83195	0	0	3	0	0	2	0
83196	1	1	1	0	0	2	0
83197	2	3	0	1	2	1	0
83198	3	1	0	0	0	3	0
83199	0	0	0	3	1	1	0
83200	0	0	2	1	3	0	0
83201	2	2	2	1	0	1	0
83202	2	1	2	1	1	3	0
83203	1	1	0	3	3	1	0
83204	2	0	0	0	1	0	0
83205	1	0	1	2	2	2	0
83206	0	0	0	0	0	2	1
83207	0	0	1	1	1	0	0
83208	1	2	0	0	1	1	1
83209	1	0	2	3	1	1	0
83210	1	0	1	2	2	1	0
83211	1	2	0	0	2	3	0
83212	0	0	0	0	3	2	0
83213	2	1	0	1	0	0	0
83214	0	1	2	2	3	1	0
83215	1	0	1	1	3	1	0
83216	1	2	1	0	2	3	0
83217	3	1	1	1	1	0	0
83218	0	2	1	3	0	3	0
83219	0	1	0	1	2	0	0
83220	1	0	0	2	0	1	0
83221	0	1	3	0	1	0	0
83222	0	0	3	2	1	0	0
83223	2	1	2	1	1	1	0
83224	0	0	0	3	0	1	0
83225	1	1	0	0	1	1	0
83226	0	1	1	0	1	1	0
83227	2	2	2	0	1	0	0
83228	0	2	2	1	2	1	0
83229	0	2	3	1	0	2	0
83230	1	0	1	2	0	0	0
83231	0	2	0	1	0	3	1
83232	2	1	2	0	0	0	0
83233	1	2	0	0	0	1	0
83234	0	0	2	0	0	2	0
83235	0	0	0	1	3	0	0
83236	1	2	1	3	0	2	0
83237	3	1	0	1	1	0	0
83238	1	1	0	1	0	0	0
83239	0	0	1	1	0	0	0
83240	1	0	0	2	3	1	0
83241	1	2	0	1	2	1	0
83242	0	1	0	0	0	0	1
83243	1	1	1	0	3	0	0
83244	2	1	0	1	1	1	0
83245	1	2	1	3	2	1	0
83246	3	1	3	2	2	0	0
83247	1	0	1	1	0	3	0
83248	1	0	1	0	0	1	0
83249	3	1	0	0	1	1	0
83250	0	3	1	1	2	3	0
83251	1	1	2	1	2	0	0
83252	2	2	1	1	0	1	0
83253	2	2	2	1	3	3	0
83254	0	1	0	2	0	0	0
83255	0	1	1	0	1	0	0
83256	2	0	1	1	1	1	0
83257	1	0	1	3	0	0	0
83258	0	1	0	0	0	0	0
83259	0	2	1	1	2	0	0
83260	2	1	0	2	0	3	0
83261	2	1	0	1	2	0	0
83262	3	1	2	1	3	3	0
83263	0	1	1	0	0	1	1
83264	1	2	0	0	2	0	0
83265	1	0	1	2	1	0	0
83266	0	1	1	0	1	2	0
83267	3	0	2	0	0	0	0
83268	0	1	2	0	2	0	0
83269	1	1	2	0	1	0	0
83270	2	0	1	1	0	1	0
83271	0	0	2	1	0	0	0
83272	2	2	1	2	0	0	0
83273	0	1	1	2	1	0	0
83274	1	0	1	0	1	1	0
83275	0	0	1	1	0	1	0
83276	1	1	0	0	0	1	0
83277	1	1	1	0	1	3	0
83278	3	0	0	1	1	0	0
83279	1	2	0	1	0	1	0
83280	1	1	1	0	0	0	1
83281	1	1	1	1	2	0	0
83282	0	0	1	0	1	1	0
83283	0	1	0	1	1	1	0
83284	0	3	0	1	2	1	1
83285	3	0	3	0	1	1	0
83286	0	0	1	2	1	1	0
83287	1	0	0	1	2	3	0
83288	3	1	1	0	2	0	0
83289	0	2	2	0	3	1	0
83290	0	2	1	2	1	0	0
83291	2	1	1	0	1	0	0
83292	2	1	1	3	1	0	0
83293	2	2	0	0	0	0	1
83294	3	0	1	1	1	1	0
83295	3	1	1	1	0	1	0
83296	2	0	1	1	0	1	0
83297	2	1	0	0	1	2	0
83298	1	1	0	0	0	0	0
83299	0	1	0	2	2	0	0
83300	2	0	2	0	0	0	0
83301	0	0	1	2	3	1	0
83302	1	0	1	3	2	1	0
83303	2	2	3	1	0	0	0
83304	3	1	0	1	2	0	0
83305	0	2	0	0	2	2	0
83306	3	1	1	0	1	1	0
83307	2	0	1	3	0	1	0
83308	0	2	2	1	0	3	0
83309	3	2	0	1	0	1	0
83310	1	1	3	0	1	0	0
83311	1	3	0	1	1	1	0
83312	3	0	1	1	1	1	0
83313	0	2	0	0	2	1	0
83314	0	1	3	0	0	2	0
83315	1	1	2	3	0	0	0
83316	1	0	0	3	1	2	0
83317	2	0	0	0	1	2	0
83318	0	2	2	1	0	0	0
83319	2	3	1	2	1	2	0
83320	2	0	0	1	1	1	0
83321	1	0	0	0	0	2	0
83322	1	1	2	0	0	2	0
83323	3	1	1	1	0	0	0
83324	1	1	1	0	0	3	0
83325	1	1	1	1	0	2	0
83326	0	0	1	1	2	1	0
83327	1	0	0	1	0	0	0
83328	0	1	1	0	0	0	0
83329	2	3	0	1	2	1	0
83330	1	1	1	0	0	0	0
83331	1	0	2	0	0	0	0
83332	0	0	2	2	1	0	0
83333	1	0	1	1	0	2	0
83334	0	0	0	2	1	1	0
83335	1	0	2	2	2	2	0
83336	0	1	0	1	0	0	0
83337	1	0	3	0	2	0	0
83338	2	0	0	1	1	0	0
83339	1	0	2	1	2	2	0
83340	1	0	0	0	0	3	0
83341	1	2	1	0	0	3	0
83342	2	0	2	1	2	1	0
83343	0	0	2	3	2	0	0
83344	1	1	0	0	1	1	0
83345	0	3	1	2	1	0	0
83346	0	0	1	0	1	1	0
83347	1	1	0	2	2	0	0
83348	0	1	0	1	2	0	0
83349	1	1	1	1	0	3	0
83350	1	2	2	2	0	1	0
83351	2	1	1	2	0	0	0
83352	1	2	0	0	0	3	1
83353	0	0	2	0	3	0	0
83354	2	0	0	1	0	2	0
83355	1	0	2	1	2	1	0
83356	0	0	0	0	0	1	0
83357	2	0	2	1	1	1	0
83358	0	1	0	0	3	1	0
83359	1	1	1	3	3	1	0
83360	3	1	1	0	0	1	0
83361	0	2	2	0	0	2	0
83362	1	0	1	1	2	0	0
83363	2	1	0	2	1	0	0
83364	1	1	0	0	0	2	1
83365	1	1	3	3	1	1	0
83366	2	1	2	1	0	2	0
83367	2	0	1	3	2	1	0
83368	0	0	1	1	0	2	0
83369	0	1	0	1	1	0	0
83370	0	2	2	1	1	0	0
83371	0	1	2	1	1	1	0
83372	1	1	1	0	1	3	0
83373	1	1	1	1	1	0	0
83374	0	2	0	1	0	0	1
83375	2	0	1	1	0	1	0
83376	0	0	1	2	1	0	0
83377	0	1	3	1	1	0	0
83378	1	1	0	1	0	2	0
83379	0	0	1	0	1	0	0
83380	0	2	0	2	1	0	0
83381	2	0	1	1	0	1	0
83382	2	0	2	1	0	1	0
83383	0	2	0	0	2	0	0
83384	0	1	0	0	2	0	0
83385	1	0	0	0	1	1	0
83386	0	1	1	1	2	2	0
83387	1	0	0	0	1	0	0
83388	3	1	2	1	1	0	0
83389	0	2	1	1	1	2	0
83390	3	2	1	1	1	1	0
83391	0	0	3	0	0	0	0
83392	0	0	0	1	0	1	0
83393	2	2	3	1	3	0	0
83394	2	0	1	1	0	0	0
83395	1	1	1	2	1	0	0
83396	3	1	2	3	2	0	0
83397	1	0	1	3	0	2	0
83398	1	0	2	0	0	3	0
83399	1	3	0	2	0	1	0
83400	2	0	0	0	0	0	0
83401	0	1	0	0	1	0	0
83402	0	0	2	0	1	1	0
83403	3	0	2	1	0	1	0
83404	0	1	1	1	2	2	0
83405	1	0	0	2	2	1	0
83406	0	1	0	0	3	0	0
83407	2	0	3	0	1	0	0
83408	3	1	0	0	2	0	0
83409	1	0	2	1	2	1	0
83410	0	0	1	2	3	1	0
83411	0	0	0	1	2	1	0
83412	1	3	3	0	1	1	0
83413	0	1	2	2	2	0	0
83414	1	2	0	0	0	2	1
83415	2	2	0	2	3	2	0
83416	0	1	0	1	2	0	0
83417	1	1	1	1	0	1	0
83418	0	0	1	1	0	0	0
83419	0	1	1	1	3	1	0
83420	0	0	2	0	0	0	0
83421	0	2	1	0	1	1	0
83422	0	1	1	2	1	1	0
83423	1	0	2	0	3	1	0
83424	2	1	1	0	0	3	0
83425	0	0	0	2	0	0	0
83426	3	1	1	0	3	1	0
83427	2	1	3	1	0	0	0
83428	0	1	0	1	2	0	0
83429	3	3	2	0	1	0	0
83430	0	0	0	1	1	2	0
83431	1	2	1	1	2	0	0
83432	1	1	1	2	1	0	0
83433	0	1	1	1	0	1	0
83434	0	1	0	1	1	1	0
83435	2	3	1	1	1	0	0
83436	0	0	2	1	1	1	0
83437	0	0	0	1	2	1	0
83438	1	0	1	1	1	0	0
83439	3	0	0	2	0	3	0
83440	1	2	2	0	0	1	0
83441	1	1	2	3	1	0	0
83442	0	0	0	1	1	3	0
83443	0	2	0	1	0	0	1
83444	2	2	1	1	2	1	0
83445	3	1	0	2	2	0	0
83446	0	0	2	2	1	1	0
83447	2	2	1	0	2	0	0
83448	2	2	2	0	1	2	0
83449	1	1	1	2	0	0	0
83450	2	0	1	1	3	2	0
83451	3	0	2	0	1	1	0
83452	3	0	1	2	3	2	0
83453	0	2	0	1	0	3	0
83454	0	0	2	0	0	0	0
83455	1	2	2	1	0	0	0
83456	1	0	1	1	1	3	0
83457	1	0	0	2	1	3	0
83458	1	1	1	1	1	0	0
83459	0	1	0	1	3	1	0
83460	1	1	0	1	1	3	0
83461	0	1	1	1	1	2	0
83462	0	0	0	0	1	0	0
83463	3	3	1	1	1	2	0
83464	2	0	1	3	1	0	0
83465	1	1	1	1	0	2	0
83466	1	1	0	2	0	1	0
83467	1	0	0	0	1	1	0
83468	2	1	2	1	2	0	0
83469	0	1	1	2	0	3	0
83470	1	0	0	1	2	2	0
83471	1	0	1	0	1	3	0
83472	0	2	0	0	1	1	1
83473	1	0	1	2	0	0	0
83474	1	1	1	0	0	0	0
83475	1	1	0	1	3	1	0
83476	0	1	0	1	1	0	0
83477	2	2	1	1	0	2	0
83478	3	1	1	0	1	2	0
83479	1	0	1	1	2	3	0
83480	0	1	1	0	1	0	0
83481	2	0	2	2	0	1	0
83482	0	2	1	2	2	0	0
83483	1	0	2	1	1	0	0
83484	0	3	0	2	0	0	1
83485	1	0	3	2	0	0	0
83486	1	0	2	0	3	0	0
83487	1	1	2	1	1	1	0
83488	3	1	3	2	2	0	0
83489	3	0	1	1	0	2	0
83490	2	0	0	2	1	2	0
83491	1	2	1	0	2	0	0
83492	1	2	1	0	1	2	0
83493	1	1	3	2	1	1	0
83494	1	1	1	1	0	0	0
83495	0	1	0	3	0	2	0
83496	0	3	2	0	1	2	0
83497	3	2	2	1	0	0	0
83498	2	1	2	1	0	2	0
83499	2	3	2	0	1	2	0
83500	1	2	0	0	3	1	0
83501	0	1	2	0	0	1	0
83502	1	1	2	1	0	1	0
83503	1	1	2	2	1	2	0
83504	0	0	0	1	0	0	0
83505	1	1	2	2	1	0	0
83506	1	1	2	1	2	0	0
83507	1	1	0	2	3	0	0
83508	1	0	2	1	1	1	0
83509	1	1	0	0	0	0	0
83510	0	1	2	1	3	1	0
83511	0	0	0	3	0	0	0
83512	0	1	3	3	0	1	0
83513	1	2	0	3	0	2	0
83514	2	0	1	0	1	0	0
83515	2	3	0	2	3	0	0
83516	1	0	0	3	1	3	0
83517	1	2	1	1	1	1	0
83518	0	0	0	1	0	2	1
83519	2	0	0	1	0	3	0
83520	0	0	1	0	0	1	1
83521	1	0	2	3	3	0	0
83522	0	2	0	2	2	2	0
83523	0	0	0	1	0	1	0
83524	1	0	2	0	0	0	0
83525	0	2	0	1	2	0	0
83526	1	1	0	1	3	3	0
83527	1	0	1	0	1	1	0
83528	0	0	0	1	0	0	0
83529	1	0	0	3	2	0	0
83530	2	0	0	3	1	1	0
83531	1	2	2	1	0	0	0
83532	0	1	1	0	2	0	0
83533	0	0	1	3	1	1	0
83534	0	2	1	1	0	0	0
83535	1	0	1	1	0	2	0
83536	1	2	2	0	1	1	0
83537	2	0	2	1	1	0	0
83538	0	1	2	0	0	2	0
83539	0	2	0	0	0	1	1
83540	0	1	0	1	1	0	0
83541	0	0	2	1	1	3	0
83542	1	0	2	0	0	1	0
83543	0	1	1	0	1	0	0
83544	3	1	0	0	1	1	0
83545	1	1	0	2	1	1	0
83546	1	1	3	1	2	3	0
83547	1	0	0	0	3	0	0
83548	2	1	3	0	1	0	0
83549	2	0	3	1	0	1	0
83550	1	0	0	0	0	3	0
83551	1	1	2	2	1	2	0
83552	0	0	1	1	0	3	1
83553	1	1	0	1	3	0	0
83554	0	1	0	0	0	2	1
83555	0	0	1	0	0	0	0
83556	2	1	0	2	1	1	0
83557	1	1	0	1	2	0	0
83558	2	1	0	1	2	1	0
83559	2	0	2	0	0	3	0
83560	0	1	3	3	1	3	0
83561	3	2	0	1	2	2	0
83562	1	1	0	1	1	3	0
83563	0	2	0	1	0	2	1
83564	2	1	0	0	1	0	0
83565	1	0	0	2	2	2	0
83566	0	1	2	0	0	2	0
83567	0	3	0	1	2	3	0
83568	1	0	2	0	0	0	0
83569	0	0	3	0	0	0	0
83570	1	0	3	3	1	3	0
83571	1	1	2	3	2	2	0
83572	2	3	1	1	0	1	0
83573	0	1	0	0	0	3	1
83574	0	2	1	2	2	1	0
83575	3	1	0	2	2	3	0
83576	0	0	2	0	1	1	0
83577	1	0	1	0	2	1	0
83578	1	1	0	2	1	3	0
83579	1	0	1	0	0	0	0
83580	0	0	0	0	1	0	0
83581	1	2	1	0	0	1	0
83582	0	0	1	1	2	1	0
83583	0	3	1	1	1	1	0
83584	0	0	2	2	1	1	0
83585	2	2	3	1	0	0	0
83586	2	1	0	3	2	1	0
83587	2	2	2	0	1	1	0
83588	3	1	1	0	2	1	0
83589	2	0	1	0	1	0	0
83590	2	1	0	2	0	0	0
83591	1	1	0	1	2	1	0
83592	0	1	0	3	1	0	0
83593	1	0	1	0	1	1	0
83594	1	1	0	1	0	3	0
83595	0	1	0	1	1	2	0
83596	1	0	1	1	0	2	0
83597	1	0	1	0	1	2	0
83598	1	1	1	1	2	1	0
83599	2	1	0	2	1	0	0
83600	2	1	3	0	0	0	0
83601	3	1	1	0	1	1	0
83602	0	1	1	1	2	0	0
83603	0	0	0	0	0	1	0
83604	1	1	0	2	0	1	0
83605	0	2	1	2	0	0	0
83606	0	1	0	2	0	0	0
83607	1	0	1	0	1	2	0
83608	2	1	0	1	0	1	0
83609	2	1	2	0	1	0	0
83610	1	0	1	1	1	0	0
83611	3	2	2	0	0	1	0
83612	2	1	0	0	0	1	0
83613	2	3	1	0	3	2	0
83614	1	2	2	1	3	2	0
83615	0	2	2	3	1	1	0
83616	1	2	3	0	1	1	0
83617	1	2	0	1	1	0	0
83618	1	3	1	0	2	0	0
83619	0	0	0	2	0	2	0
83620	1	2	0	0	3	3	0
83621	1	1	0	1	1	0	0
83622	2	0	0	0	1	1	0
83623	1	0	0	3	0	0	0
83624	0	1	0	0	2	2	0
83625	0	0	0	0	0	0	0
83626	0	0	0	2	1	0	0
83627	2	1	2	1	2	2	0
83628	3	1	0	0	1	2	0
83629	1	0	0	1	2	0	0
83630	1	1	2	1	0	1	0
83631	2	3	0	1	0	1	1
83632	0	2	2	3	2	2	0
83633	0	2	2	1	1	2	0
83634	1	0	0	0	1	0	0
83635	0	2	1	0	2	1	0
83636	2	1	1	0	1	1	0
83637	0	2	2	0	0	1	0
83638	0	1	0	0	1	0	0
83639	0	1	1	1	0	1	0
83640	0	1	3	0	1	0	0
83641	0	2	1	0	2	1	0
83642	1	2	0	0	0	1	1
83643	1	2	0	0	1	1	0
83644	3	1	0	1	1	2	0
83645	0	0	1	1	0	1	0
83646	2	3	2	2	0	2	0
83647	0	0	3	3	2	2	0
83648	1	0	1	1	0	0	0
83649	1	0	1	0	2	1	0
83650	2	0	1	1	0	0	0
83651	1	1	0	0	2	2	0
83652	0	1	0	3	0	0	0
83653	2	2	0	0	3	3	0
83654	2	1	1	1	1	1	0
83655	2	0	1	1	0	1	0
83656	0	0	1	1	1	0	0
83657	0	0	2	0	2	0	0
83658	0	0	2	1	3	0	0
83659	0	0	1	0	1	1	0
83660	0	2	1	2	1	0	0
83661	1	2	0	0	0	0	0
83662	3	2	1	2	0	2	0
83663	2	0	0	1	0	3	0
83664	1	0	0	0	1	0	0
83665	2	2	1	0	0	0	0
83666	1	2	1	1	1	1	0
83667	1	2	2	0	0	1	0
83668	0	2	0	1	1	1	0
83669	1	0	0	1	1	1	0
83670	1	0	2	1	2	1	0
83671	1	0	2	0	2	3	0
83672	1	1	0	2	0	2	0
83673	1	0	0	1	0	2	0
83674	1	1	2	0	1	1	0
83675	1	1	0	2	3	0	0
83676	1	1	1	1	0	0	0
83677	1	1	2	0	1	2	0
83678	0	2	2	1	1	0	0
83679	1	2	1	1	2	0	0
83680	2	1	1	0	0	2	0
83681	0	1	0	0	1	0	1
83682	0	0	3	0	1	0	0
83683	3	1	0	1	1	0	0
83684	3	0	1	0	1	1	0
83685	1	2	3	0	1	1	0
83686	0	3	1	1	3	0	0
83687	2	2	1	0	0	2	0
83688	0	0	1	1	1	1	0
83689	1	1	0	2	2	1	0
83690	0	1	0	1	0	2	0
83691	1	2	1	0	3	2	0
83692	1	0	1	0	0	2	0
83693	0	3	1	0	0	1	1
83694	1	3	2	0	2	0	0
83695	0	0	0	0	0	1	1
83696	0	2	1	1	1	0	0
83697	2	1	2	0	0	1	0
83698	1	3	3	1	3	0	0
83699	1	2	1	2	1	3	0
83700	1	0	3	2	0	1	0
83701	2	0	1	0	0	1	0
83702	2	1	2	1	0	0	0
83703	2	0	0	1	1	0	0
83704	3	1	1	1	2	0	0
83705	1	0	1	2	2	1	0
83706	0	0	1	1	0	0	0
83707	0	0	2	1	0	0	0
83708	3	1	0	0	1	2	0
83709	1	1	2	0	0	1	0
83710	0	0	1	1	3	3	0
83711	0	0	1	1	3	3	0
83712	1	1	3	2	0	2	0
83713	1	1	1	1	1	2	0
83714	0	1	1	1	0	2	0
83715	3	0	2	1	2	2	0
83716	0	1	1	0	1	0	0
83717	3	1	0	1	0	0	0
83718	1	0	1	0	0	0	0
83719	1	1	0	3	0	0	0
83720	2	3	2	1	1	0	0
83721	0	1	1	2	1	3	0
83722	2	1	3	1	0	1	0
83723	1	3	2	1	0	2	0
83724	1	0	1	2	0	1	0
83725	0	1	0	0	0	1	1
83726	1	0	1	3	0	0	0
83727	0	3	2	2	2	0	0
83728	1	1	2	0	0	3	0
83729	1	1	2	2	1	0	0
83730	0	1	1	0	2	3	0
83731	0	1	1	1	1	1	0
83732	1	1	0	1	2	0	0
83733	0	2	1	1	1	1	0
83734	1	1	1	0	1	1	0
83735	0	2	1	0	0	2	0
83736	0	1	0	0	0	2	1
83737	0	3	1	1	3	1	0
83738	1	1	1	1	2	1	0
83739	0	1	1	1	0	2	0
83740	1	2	2	2	0	1	0
83741	0	0	0	2	2	1	0
83742	0	1	2	2	0	0	0
83743	1	0	0	0	3	1	0
83744	1	1	1	1	1	0	0
83745	0	1	1	2	1	1	0
83746	3	0	2	1	3	1	0
83747	1	2	1	0	0	2	0
83748	1	2	2	2	1	2	0
83749	1	2	0	0	1	3	0
83750	1	2	0	0	0	1	0
83751	1	1	0	0	0	1	1
83752	1	2	2	1	1	1	0
83753	0	2	1	0	1	2	0
83754	0	1	2	0	0	1	0
83755	0	1	1	2	1	0	0
83756	1	0	1	1	0	3	0
83757	0	1	0	1	0	1	1
83758	1	2	2	3	0	2	0
83759	1	2	0	0	0	0	1
83760	2	0	0	2	2	3	0
83761	0	2	1	1	0	0	0
83762	0	0	3	1	0	0	0
83763	1	1	1	0	1	1	0
83764	3	0	0	2	0	1	0
83765	1	1	0	0	0	0	0
83766	1	1	3	0	0	2	0
83767	1	2	1	0	3	1	0
83768	2	0	3	2	0	0	0
83769	0	1	1	1	2	3	0
83770	0	2	1	2	1	1	0
83771	1	0	1	2	2	0	0
83772	3	0	1	0	1	1	0
83773	2	2	0	1	1	0	0
83774	1	1	1	0	0	1	0
83775	0	1	0	0	3	0	0
83776	0	0	0	2	1	2	0
83777	0	0	1	1	2	2	0
83778	2	1	0	1	1	0	0
83779	0	3	2	1	1	1	0
83780	1	0	2	0	0	2	0
83781	0	2	0	2	0	0	0
83782	1	0	0	0	1	1	0
83783	1	2	2	1	1	1	0
83784	1	0	0	2	1	1	0
83785	1	2	0	2	1	2	0
83786	1	1	0	0	3	1	0
83787	1	2	0	0	1	1	1
83788	0	0	0	1	1	3	0
83789	0	1	1	0	2	1	0
83790	2	1	1	0	0	2	0
83791	0	0	3	1	1	2	0
83792	1	0	3	0	0	0	0
83793	1	1	0	1	1	1	0
83794	0	0	1	0	2	3	0
83795	1	1	0	1	0	0	0
83796	1	1	2	2	0	1	0
83797	2	1	1	0	1	1	0
83798	1	1	0	1	0	3	0
83799	2	3	0	1	1	0	0
83800	1	0	0	1	0	0	0
83801	2	0	0	2	2	1	0
83802	2	1	1	2	0	2	0
83803	0	3	1	0	1	1	1
83804	1	2	1	2	2	1	0
83805	1	2	2	1	0	0	0
83806	1	1	1	1	0	2	0
83807	1	1	2	1	2	0	0
83808	0	1	3	0	2	0	0
83809	2	2	1	2	2	0	0
83810	1	0	2	3	1	1	0
83811	0	1	1	1	1	0	0
83812	1	1	0	0	1	0	1
83813	0	0	2	1	2	1	0
83814	0	1	0	2	1	0	0
83815	0	2	0	1	2	0	0
83816	3	1	3	2	0	2	0
83817	1	1	3	1	0	2	0
83818	2	3	1	1	2	0	0
83819	1	3	0	0	0	0	1
83820	2	0	2	2	1	1	0
83821	2	2	1	0	1	1	0
83822	3	1	1	0	0	3	0
83823	1	0	2	2	1	1	0
83824	1	1	0	0	0	3	1
83825	1	3	1	1	1	0	0
83826	0	1	1	1	0	1	0
83827	3	1	0	1	0	1	0
83828	2	2	2	1	2	2	0
83829	1	0	1	3	1	3	0
83830	0	1	1	3	0	0	0
83831	1	0	1	1	0	1	0
83832	0	3	1	0	3	0	0
83833	1	0	0	1	2	2	0
83834	3	1	1	1	0	0	0
83835	2	1	0	1	0	0	0
83836	0	2	0	2	1	0	0
83837	2	3	1	1	0	2	0
83838	0	2	0	3	0	1	0
83839	2	0	0	2	0	1	0
83840	3	1	1	0	2	2	0
83841	1	2	1	1	1	0	0
83842	0	0	1	0	2	0	0
83843	1	0	3	1	1	0	0
83844	1	2	0	2	3	1	0
83845	1	0	2	1	1	1	0
83846	2	1	0	0	3	0	0
83847	0	1	1	2	0	1	0
83848	0	0	0	1	0	0	0
83849	1	2	0	1	0	1	1
83850	1	1	2	1	1	0	0
83851	0	0	0	0	1	1	0
83852	1	3	0	0	2	1	1
83853	0	1	3	2	1	1	0
83854	1	2	0	0	1	1	1
83855	2	1	2	1	3	2	0
83856	1	0	0	0	0	2	0
83857	0	1	2	0	0	0	0
83858	1	1	2	0	1	1	0
83859	0	1	0	0	3	1	0
83860	1	1	2	0	0	2	0
83861	1	0	1	1	2	0	0
83862	2	0	2	2	2	0	0
83863	3	2	1	0	3	0	0
83864	0	0	0	0	0	0	1
83865	0	0	1	0	1	2	0
83866	0	0	0	0	1	1	0
83867	1	0	0	2	1	1	0
83868	1	0	1	2	1	2	0
83869	0	2	0	1	0	0	1
83870	1	3	2	2	0	3	0
83871	0	1	1	2	1	3	0
83872	1	0	1	2	1	3	0
83873	3	0	1	2	1	1	0
83874	0	2	2	1	2	3	0
83875	1	1	0	0	2	0	0
83876	1	3	1	0	1	2	0
83877	0	1	2	1	2	3	0
83878	2	0	1	1	1	0	0
83879	0	0	3	2	0	1	0
83880	2	1	2	1	0	3	0
83881	2	2	1	0	1	3	0
83882	0	1	0	1	0	1	0
83883	2	0	1	1	3	0	0
83884	3	0	1	1	1	2	0
83885	1	1	1	1	0	0	0
83886	2	0	3	1	1	1	0
83887	1	1	2	3	2	1	0
83888	2	0	0	2	1	0	0
83889	1	1	1	1	0	1	0
83890	3	1	0	2	1	1	0
83891	1	0	0	3	1	2	0
83892	1	1	0	3	1	0	0
83893	0	2	0	2	0	0	1
83894	1	3	1	0	1	2	0
83895	2	1	1	1	1	2	0
83896	0	2	1	0	1	1	0
83897	1	0	0	0	1	0	0
83898	3	0	2	1	1	2	0
83899	2	0	2	0	1	0	0
83900	1	2	2	2	0	1	0
83901	0	1	3	3	0	2	0
83902	1	1	2	1	3	1	0
83903	1	0	1	2	1	1	0
83904	1	0	1	2	2	1	0
83905	0	0	0	1	0	0	0
83906	0	0	3	1	0	3	0
83907	1	1	1	0	2	3	0
83908	0	0	2	0	2	0	0
83909	1	3	2	1	1	0	0
83910	0	2	1	3	0	0	0
83911	1	2	0	1	1	2	0
83912	1	0	1	0	0	2	0
83913	0	1	0	1	1	2	0
83914	0	1	0	3	3	1	0
83915	0	1	2	0	3	0	0
83916	3	0	1	2	0	1	0
83917	3	0	1	1	0	0	0
83918	0	1	3	1	3	0	0
83919	1	0	2	0	1	3	0
83920	0	2	2	0	2	1	0
83921	0	2	0	0	0	2	1
83922	1	1	1	0	1	0	0
83923	1	2	1	0	1	2	0
83924	3	0	0	1	2	1	0
83925	0	2	0	1	1	0	0
83926	0	0	2	3	2	2	0
83927	0	1	0	1	0	0	0
83928	2	0	0	2	0	0	0
83929	3	1	1	0	0	2	0
83930	2	0	3	0	1	1	0
83931	2	3	3	0	2	1	0
83932	2	1	0	0	0	1	0
83933	3	0	2	2	1	0	0
83934	1	2	0	1	0	2	0
83935	1	3	0	1	2	2	0
83936	0	1	2	0	0	1	0
83937	1	0	1	1	1	1	0
83938	0	0	0	1	0	1	0
83939	1	1	2	2	2	1	0
83940	1	2	1	2	1	0	0
83941	1	0	1	1	3	0	0
83942	2	0	2	2	0	1	0
83943	0	2	0	0	0	0	1
83944	0	0	1	1	2	1	0
83945	0	3	2	0	1	0	0
83946	0	1	0	2	0	1	1
83947	1	0	1	0	0	1	0
